city,timestamp,temperature,season
New York,2010-01-01,-4.939103736539497,winter
New York,2010-01-02,0.6665474641452873,winter
New York,2010-01-03,2.944242558699159,winter
New York,2010-01-04,-0.9222744610713312,winter
New York,2010-01-05,8.476105196992522,winter
New York,2010-01-06,-8.423672665097747,winter
New York,2010-01-07,4.397745874364059,winter
New York,2010-01-08,3.0143180659916413,winter
New York,2010-01-09,-2.026932631327266,winter
New York,2010-01-10,-1.952901138229404,winter
New York,2010-01-11,-6.720926933462444,winter
New York,2010-01-12,-6.899500464859466,winter
New York,2010-01-13,-7.9317845962115445,winter
New York,2010-01-14,-5.795187184167169,winter
New York,2010-01-15,-5.835542882850939,winter
New York,2010-01-16,-4.684290869680825,winter
New York,2010-01-17,3.4503100901172457,winter
New York,2010-01-18,1.2177601256056765,winter
New York,2010-01-19,2.1727783905045874,winter
New York,2010-01-20,7.498632336873655,winter
New York,2010-01-21,2.251858429034855,winter
New York,2010-01-22,-11.722784892665906,winter
New York,2010-01-23,1.0393850869396435,winter
New York,2010-01-24,-5.442481637176911,winter
New York,2010-01-25,-5.823244057178913,winter
New York,2010-01-26,-6.43865564692672,winter
New York,2010-01-27,15.584631674122196,winter
New York,2010-01-28,1.646627397097503,winter
New York,2010-01-29,2.3942716664948778,winter
New York,2010-01-30,9.028964920829951,winter
New York,2010-01-31,-8.320695883362864,winter
New York,2010-02-01,2.5434107303181763,winter
New York,2010-02-02,1.2511139073105995,winter
New York,2010-02-03,-1.3430596730400657,winter
New York,2010-02-04,-4.05094338862727,winter
New York,2010-02-05,-3.2187981216800328,winter
New York,2010-02-06,-0.09313692095185419,winter
New York,2010-02-07,-2.3113337815937225,winter
New York,2010-02-08,-5.333503515028692,winter
New York,2010-02-09,-6.067276340933172,winter
New York,2010-02-10,-3.273934584365927,winter
New York,2010-02-11,-0.00488358198543498,winter
New York,2010-02-12,10.19962280726077,winter
New York,2010-02-13,-6.862003461922811,winter
New York,2010-02-14,-4.234325098403605,winter
New York,2010-02-15,3.366529517180783,winter
New York,2010-02-16,-3.5894331040692817,winter
New York,2010-02-17,-1.440800469653942,winter
New York,2010-02-18,-3.8766442110905865,winter
New York,2010-02-19,-0.3039348478370989,winter
New York,2010-02-20,-4.775710900201027,winter
New York,2010-02-21,0.6594528319763582,winter
New York,2010-02-22,-7.64910758884805,winter
New York,2010-02-23,-3.7616568015460277,winter
New York,2010-02-24,2.545411050176194,winter
New York,2010-02-25,0.04188766357407925,winter
New York,2010-02-26,4.821280007973422,winter
New York,2010-02-27,2.2408224309646876,winter
New York,2010-02-28,4.7773426400385075,winter
New York,2010-03-01,-0.17359297281408104,spring
New York,2010-03-02,17.503202787143326,spring
New York,2010-03-03,18.063784257139396,spring
New York,2010-03-04,9.0689427231473,spring
New York,2010-03-05,10.941667451239987,spring
New York,2010-03-06,11.322253985558008,spring
New York,2010-03-07,11.62724231591215,spring
New York,2010-03-08,14.513860358547046,spring
New York,2010-03-09,12.178598475348402,spring
New York,2010-03-10,8.145995827518302,spring
New York,2010-03-11,16.464820566444267,spring
New York,2010-03-12,14.15391666009673,spring
New York,2010-03-13,6.406196825524778,spring
New York,2010-03-14,8.576788574265272,spring
New York,2010-03-15,0.4975401640052475,spring
New York,2010-03-16,8.260325169166954,spring
New York,2010-03-17,18.029643721677964,spring
New York,2010-03-18,5.387911306271424,spring
New York,2010-03-19,8.363439893782163,spring
New York,2010-03-20,7.903378529729758,spring
New York,2010-03-21,2.7683389119656576,spring
New York,2010-03-22,12.88566900092758,spring
New York,2010-03-23,11.148376404036194,spring
New York,2010-03-24,3.2698321165782165,spring
New York,2010-03-25,14.07407555638624,spring
New York,2010-03-26,10.266451575432892,spring
New York,2010-03-27,8.538111478816475,spring
New York,2010-03-28,3.7294220893231413,spring
New York,2010-03-29,9.671803865238916,spring
New York,2010-03-30,16.336485847509543,spring
New York,2010-03-31,5.3091355717864195,spring
New York,2010-04-01,6.5073276978806796,spring
New York,2010-04-02,2.583276464048555,spring
New York,2010-04-03,3.664297909148994,spring
New York,2010-04-04,7.669014884717106,spring
New York,2010-04-05,18.33307169084158,spring
New York,2010-04-06,11.637257733889015,spring
New York,2010-04-07,10.808056489710646,spring
New York,2010-04-08,14.895233779054077,spring
New York,2010-04-09,2.7642002486450554,spring
New York,2010-04-10,16.30238127408424,spring
New York,2010-04-11,21.057339364597638,spring
New York,2010-04-12,14.8886470988273,spring
New York,2010-04-13,-7.151115156331585,spring
New York,2010-04-14,10.277753361181198,spring
New York,2010-04-15,12.279128372931233,spring
New York,2010-04-16,3.3555549548209873,spring
New York,2010-04-17,14.409682979627487,spring
New York,2010-04-18,2.603044415385824,spring
New York,2010-04-19,14.49906956845965,spring
New York,2010-04-20,2.970192464053053,spring
New York,2010-04-21,11.597961231655919,spring
New York,2010-04-22,6.502697811921614,spring
New York,2010-04-23,6.679035877564743,spring
New York,2010-04-24,13.487632081642019,spring
New York,2010-04-25,13.248394992282563,spring
New York,2010-04-26,8.586172311589426,spring
New York,2010-04-27,14.50975254599237,spring
New York,2010-04-28,13.396664320224913,spring
New York,2010-04-29,4.094273143491359,spring
New York,2010-04-30,8.531118885605224,spring
New York,2010-05-01,8.618551425640321,spring
New York,2010-05-02,14.554588333541679,spring
New York,2010-05-03,8.662277676170937,spring
New York,2010-05-04,11.456370741426115,spring
New York,2010-05-05,8.577374772195977,spring
New York,2010-05-06,11.86497378883452,spring
New York,2010-05-07,9.645444931893126,spring
New York,2010-05-08,11.790272268475064,spring
New York,2010-05-09,19.611412349910772,spring
New York,2010-05-10,9.028524939795876,spring
New York,2010-05-11,6.981396296800677,spring
New York,2010-05-12,1.7087966251544664,spring
New York,2010-05-13,16.999344343934368,spring
New York,2010-05-14,7.4459471478448584,spring
New York,2010-05-15,9.59988573941276,spring
New York,2010-05-16,9.030046703917437,spring
New York,2010-05-17,12.015178575312692,spring
New York,2010-05-18,5.958872340914466,spring
New York,2010-05-19,16.097647322308333,spring
New York,2010-05-20,-3.1697325963881102,spring
New York,2010-05-21,8.717213692993706,spring
New York,2010-05-22,8.952871001794682,spring
New York,2010-05-23,15.926685404911602,spring
New York,2010-05-24,7.908020322796714,spring
New York,2010-05-25,15.696967766304706,spring
New York,2010-05-26,18.217199550653852,spring
New York,2010-05-27,9.219684746568866,spring
New York,2010-05-28,4.350798962501753,spring
New York,2010-05-29,-0.20590250628690399,spring
New York,2010-05-30,7.280179121440734,spring
New York,2010-05-31,8.100891990997507,spring
New York,2010-06-01,28.49709225097,summer
New York,2010-06-02,29.320685716122455,summer
New York,2010-06-03,26.194890361528298,summer
New York,2010-06-04,25.353394774141616,summer
New York,2010-06-05,19.396361574572804,summer
New York,2010-06-06,15.405308595885705,summer
New York,2010-06-07,10.690667324753152,summer
New York,2010-06-08,26.402094461624827,summer
New York,2010-06-09,31.028172780725168,summer
New York,2010-06-10,25.31001532657631,summer
New York,2010-06-11,28.15419186198282,summer
New York,2010-06-12,20.296906168302435,summer
New York,2010-06-13,29.16692772400787,summer
New York,2010-06-14,18.492542319303134,summer
New York,2010-06-15,23.108080380105903,summer
New York,2010-06-16,15.58141456602733,summer
New York,2010-06-17,28.206203091624523,summer
New York,2010-06-18,30.62318950483555,summer
New York,2010-06-19,27.2672962367294,summer
New York,2010-06-20,21.479622472169382,summer
New York,2010-06-21,21.830848067409995,summer
New York,2010-06-22,28.810160857237243,summer
New York,2010-06-23,25.681691715029885,summer
New York,2010-06-24,27.79600861012441,summer
New York,2010-06-25,28.942768283317825,summer
New York,2010-06-26,18.994397642395445,summer
New York,2010-06-27,30.196669501339024,summer
New York,2010-06-28,21.317047193577864,summer
New York,2010-06-29,26.434443937978017,summer
New York,2010-06-30,25.45380511836009,summer
New York,2010-07-01,28.79537451468108,summer
New York,2010-07-02,31.509070394394293,summer
New York,2010-07-03,24.17311274484532,summer
New York,2010-07-04,25.58680056005406,summer
New York,2010-07-05,18.993434255744113,summer
New York,2010-07-06,25.05111894683109,summer
New York,2010-07-07,24.249068487857418,summer
New York,2010-07-08,27.808073024249985,summer
New York,2010-07-09,24.891622571027995,summer
New York,2010-07-10,30.235784887040364,summer
New York,2010-07-11,17.43383268320445,summer
New York,2010-07-12,25.77159362177895,summer
New York,2010-07-13,26.01480484188226,summer
New York,2010-07-14,18.218953869583878,summer
New York,2010-07-15,25.470150719562785,summer
New York,2010-07-16,30.969591821065652,summer
New York,2010-07-17,26.2341581161335,summer
New York,2010-07-18,22.03825396192955,summer
New York,2010-07-19,21.323587479092716,summer
New York,2010-07-20,21.124516568215718,summer
New York,2010-07-21,26.35034227949538,summer
New York,2010-07-22,17.96196858492972,summer
New York,2010-07-23,38.03424152872507,summer
New York,2010-07-24,24.415820056430913,summer
New York,2010-07-25,29.685790676783917,summer
New York,2010-07-26,24.11111293729309,summer
New York,2010-07-27,21.54325992924292,summer
New York,2010-07-28,18.08781954040924,summer
New York,2010-07-29,21.661919171357816,summer
New York,2010-07-30,22.83501484665557,summer
New York,2010-07-31,25.11723637953266,summer
New York,2010-08-01,25.93804357352473,summer
New York,2010-08-02,29.001882031325994,summer
New York,2010-08-03,14.036147398007843,summer
New York,2010-08-04,13.692766741153008,summer
New York,2010-08-05,29.93222172028943,summer
New York,2010-08-06,20.74027898167669,summer
New York,2010-08-07,24.864975075630127,summer
New York,2010-08-08,30.903426832944334,summer
New York,2010-08-09,29.514976916259503,summer
New York,2010-08-10,24.985994656317214,summer
New York,2010-08-11,28.408574317694704,summer
New York,2010-08-12,27.98778060670751,summer
New York,2010-08-13,26.9570536633289,summer
New York,2010-08-14,20.904031596484003,summer
New York,2010-08-15,23.68609236649472,summer
New York,2010-08-16,17.377552783416824,summer
New York,2010-08-17,29.54561833077539,summer
New York,2010-08-18,22.478352261726123,summer
New York,2010-08-19,25.83111452911643,summer
New York,2010-08-20,20.231711904693526,summer
New York,2010-08-21,31.158679018367078,summer
New York,2010-08-22,33.955480412280465,summer
New York,2010-08-23,16.898915440364647,summer
New York,2010-08-24,18.612885016926697,summer
New York,2010-08-25,22.774925491529626,summer
New York,2010-08-26,24.477682796617156,summer
New York,2010-08-27,33.993597557427705,summer
New York,2010-08-28,32.00255234589939,summer
New York,2010-08-29,21.479453228526598,summer
New York,2010-08-30,25.503528643774178,summer
New York,2010-08-31,26.656253666356573,summer
New York,2010-09-01,17.33537415616076,autumn
New York,2010-09-02,10.948499488073356,autumn
New York,2010-09-03,14.216159582523263,autumn
New York,2010-09-04,12.860618359680835,autumn
New York,2010-09-05,26.851955179337473,autumn
New York,2010-09-06,6.529396238014165,autumn
New York,2010-09-07,21.88326253652575,autumn
New York,2010-09-08,17.965709254017828,autumn
New York,2010-09-09,20.845687694548587,autumn
